CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1015001202,Alabama,Calhoun,3873,1847,2026,4.5,75.9,13.7,0.1,4.8,0.0,2881,52123.0,5715.0,25669.0,3580.0,10.1,15.2,38.0,10.9,27.4,12.1,11.7,88.6,8.7,0.0,0.0,0.0,2.6,22.6,1758,76.7,16.6,6.8,0.0,9.2
1015001300,Alabama,Calhoun,2251,1073,1178,2.0,95.5,1.1,0.3,0.0,0.0,1740,34063.0,8182.0,15895.0,1451.0,22.4,35.8,18.1,16.6,26.3,12.4,26.7,80.3,14.8,0.0,1.3,3.6,0.0,20.5,858,82.1,17.0,0.9,0.0,11.8
1015001400,Alabama,Calhoun,3354,1691,1663,1.0,71.0,28.0,0.0,0.0,0.0,2656,35740.0,6254.0,18298.0,2652.0,16.9,20.3,18.3,10.9,33.2,11.3,26.3,87.7,4.1,0.0,0.0,3.5,4.8,20.1,1199,79.7,14.7,5.6,0.0,13.9
1015001500,Alabama,Calhoun,5075,2568,2507,7.2,84.4,5.4,0.2,0.3,0.0,3574,47426.0,9731.0,18416.0,2477.0,15.6,25.9,10.9,20.3,25.2,14.7,28.9,92.5,6.0,0.0,0.0,0.0,1.5,18.4,1914,79.5,15.2,5.4,0.0,16.9
1015001600,Alabama,Calhoun,3599,1755,1844,3.9,79.2,16.4,0.0,0.0,0.0,2675,32326.0,7472.0,16029.0,1730.0,30.3,54.6,16.2,7.0,29.0,14.0,33.8,81.5,13.9,0.0,0.0,4.6,0.0,21.4,1415,84.2,13.0,2.8,0.0,13.5
1015001700,Alabama,Calhoun,6869,3567,3302,5.4,59.7,27.4,1.0,0.5,0.0,5061,53902.0,5076.0,23556.0,2495.0,6.8,9.1,26.7,16.4,16.7,15.8,24.4,84.8,8.4,0.0,0.0,1.0,5.8,25.8,2861,63.4,31.4,5.2,0.0,11.9
1015001800,Alabama,Calhoun,6488,2851,3637,4.0,79.7,10.3,0.3,1.4,0.0,4931,43856.0,3998.0,23097.0,3569.0,17.8,32.2,32.7,18.9,21.6,9.7,17.1,86.3,9.2,0.0,0.5,1.6,2.5,26.0,2527,71.6,24.4,4.0,0.0,10.5
1015002000,Alabama,Calhoun,7063,3429,3634,4.0,92.7,1.8,0.5,0.0,0.0,5022,53312.0,7919.0,25409.0,3206.0,18.5,30.2,31.9,12.6,27.7,13.5,14.2,87.4,8.0,0.8,0.6,2.0,1.2,25.4,2902,75.6,18.0,5.8,0.5,5.8
1015002101,Alabama,Calhoun,3778,1997,1781,0.9,59.5,37.2,0.0,0.9,0.0,3525,20756.0,4544.0,11530.0,2249.0,53.5,51.4,27.3,33.2,26.2,3.5,9.9,68.6,13.5,0.0,7.5,1.6,8.8,20.4,1767,78.7,17.4,3.9,0.0,15.2
1015002102,Alabama,Calhoun,3315,1590,1725,3.3,86.8,6.9,0.0,0.9,0.0,2400,54672.0,2704.0,28353.0,3977.0,16.3,32.9,40.9,15.7,26.7,1.3,15.4,88.7,4.3,0.0,1.9,0.7,4.5,20.2,1335,71.8,23.7,4.6,0.0,12.3
1015002103,Alabama,Calhoun,7222,3448,3774,4.7,74.5,17.8,0.0,1.7,0.0,5569,41833.0,5238.0,22459.0,2473.0,26.1,41.8,33.3,14.9,24.7,8.8,18.3,81.3,10.4,0.0,2.5,1.3,4.6,23.4,3057,72.4,21.9,5.4,0.4,11.8
1015002200,Alabama,Calhoun,3374,1526,1848,0.9,92.2,5.0,0.3,0.9,0.0,2478,38875.0,11267.0,19907.0,2890.0,21.2,34.8,21.5,11.1,28.1,10.1,29.1,85.6,12.6,0.0,0.4,0.6,0.7,27.5,1212,71.2,17.4,11.4,0.0,6.3
1015002300,Alabama,Calhoun,3605,1818,1787,3.3,80.6,12.6,0.1,0.0,0.0,2749,28033.0,5089.0,17768.0,2246.0,29.7,43.5,26.3,18.2,26.8,11.5,17.2,80.3,8.2,0.0,0.0,4.7,6.9,32.3,1299,72.0,22.7,5.3,0.0,12.6
1015002400,Alabama,Calhoun,4388,2305,2083,0.0,99.2,0.6,0.0,0.0,0.0,3244,56431.0,7881.0,23727.0,2769.0,13.0,22.2,27.1,13.7,22.4,14.0,22.8,92.3,7.2,0.5,0.0,0.0,0.0,23.6,1905,70.2,25.7,4.0,0.0,8.5
1015002501,Alabama,Calhoun,7374,3586,3788,0.9,94.5,4.4,0.3,0.0,0.0,5657,51415.0,6446.0,23849.0,1995.0,12.5,13.5,32.3,10.8,18.6,13.0,25.3,88.8,6.0,0.6,0.6,0.4,3.6,30.4,3539,64.8,31.5,3.7,0.0,9.7
1015002502,Alabama,Calhoun,4439,2224,2215,0.5,94.9,0.6,0.5,0.0,0.0,3455,50972.0,8071.0,21199.0,2325.0,11.6,8.5,24.4,13.1,20.8,14.0,27.8,87.2,12.1,0.0,0.1,0.0,0.5,35.5,1869,66.6,21.5,11.7,0.2,8.2
1015002600,Alabama,Calhoun,4760,2452,2308,0.5,96.4,2.9,0.1,0.0,0.0,3707,54839.0,9359.0,24956.0,3457.0,10.1,12.0,22.4,18.6,25.2,17.5,16.2,87.0,8.6,0.0,1.4,0.5,2.5,32.8,2080,71.8,16.2,10.9,1.1,9.9
1015981901,Alabama,Calhoun,4,4,0,0.0,100.0,0.0,0.0,0.0,0.0,4,,,,,0.0,,,,,,,,,,,,,,0,,,,,
1015981902,Alabama,Calhoun,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
1015981903,Alabama,Calhoun,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
1017953800,Alabama,Chambers,3877,1774,2103,0.0,73.4,25.7,0.4,0.0,0.0,3053,36357.0,8829.0,18461.0,2551.0,25.9,43.4,22.4,11.1,23.8,16.2,26.5,82.8,15.1,0.0,0.1,0.0,2.0,34.2,1241,87.8,9.5,2.6,0.1,10.4
1017953900,Alabama,Chambers,3094,1394,1700,0.0,46.3,51.9,0.0,0.0,0.3,2411,31022.0,3049.0,18394.0,2877.0,24.7,48.7,25.7,27.6,20.9,9.9,15.9,90.7,5.9,0.0,1.0,0.0,2.5,22.3,1139,81.0,13.4,5.5,0.0,15.9
1017954000,Alabama,Chambers,6473,2996,3477,0.5,40.0,58.4,0.0,0.2,0.0,5332,33719.0,5908.0,20712.0,1533.0,17.7,40.1,22.8,12.1,24.7,12.5,27.9,82.9,13.8,1.0,1.3,0.2,0.8,28.1,2551,84.6,12.2,3.2,0.0,7.9
1017954200,Alabama,Chambers,3313,1678,1635,0.6,80.9,16.6,0.6,0.0,0.0,2575,38523.0,10171.0,21129.0,3193.0,18.6,28.1,13.0,8.2,38.1,17.3,23.3,82.3,9.1,0.0,0.0,0.0,8.6,25.8,1628,87.4,8.9,3.7,0.0,4.8
1017954300,Alabama,Chambers,4789,2319,2470,0.4,59.5,34.5,0.4,4.4,0.0,3573,41400.0,12955.0,28523.0,7280.0,21.3,35.9,29.5,9.1,26.8,12.1,22.5,89.5,8.3,0.0,0.0,1.4,0.7,23.3,2211,79.5,17.7,2.8,0.0,5.1
1017954400,Alabama,Chambers,906,513,393,1.1,13.0,84.2,0.0,0.6,0.0,817,25204.0,2918.0,22398.0,5280.0,29.6,58.4,16.6,21.1,25.7,1.3,35.3,85.6,13.6,0.0,0.0,0.0,0.8,24.7,374,94.4,5.6,0.0,0.0,8.1
1017954500,Alabama,Chambers,4006,1814,2192,1.4,42.1,55.3,0.0,0.0,0.0,2754,22618.0,3991.0,16356.0,3707.0,29.0,45.0,20.8,15.0,22.5,4.5,37.1,78.5,18.5,0.0,0.0,0.0,3.0,20.5,1291,90.9,7.2,1.9,0.0,17.2
1017954600,Alabama,Chambers,3060,1381,1679,0.0,71.1,28.6,0.0,0.0,0.0,2477,35804.0,7153.0,26030.0,9607.0,15.6,21.4,23.4,21.8,23.0,13.6,18.1,86.5,12.7,0.0,0.0,0.0,0.8,25.3,1429,87.5,10.4,2.1,0.0,8.6
1017954700,Alabama,Chambers,4561,2389,2172,0.3,69.1,28.3,0.0,0.7,0.0,3470,35515.0,8581.0,18299.0,2402.0,19.8,27.5,27.6,16.9,27.7,7.7,20.1,86.6,11.8,0.0,0.0,0.9,0.7,20.9,1825,83.6,15.0,1.4,0.0,6.4
1019955701,Alabama,Cherokee,3633,1809,1824,1.3,90.2,7.3,0.4,0.0,0.0,2752,36152.0,4324.0,22348.0,5620.0,21.6,31.1,37.2,10.5,19.3,9.0,24.0,81.1,13.4,0.9,0.3,1.5,2.8,29.0,1106,80.9,14.3,4.8,0.0,12.7
1019955702,Alabama,Cherokee,4256,2140,2116,2.6,95.2,1.1,0.1,0.5,0.0,3237,29492.0,4299.0,17838.0,3277.0,31.3,53.2,23.9,18.9,17.6,18.0,21.6,84.8,13.6,0.5,0.0,0.1,1.0,30.9,1617,74.3,16.0,9.6,0.0,10.8
1019955800,Alabama,Cherokee,5248,2687,2561,2.3,93.9,2.9,0.3,0.0,0.1,4255,39660.0,3023.0,21552.0,2245.0,14.5,17.9,23.1,10.7,26.5,16.1,23.6,82.6,11.2,0.1,0.0,1.8,4.3,25.5,2162,69.6,21.6,8.4,0.4,8.4
1019955900,Alabama,Cherokee,4285,2170,2115,1.2,92.3,4.8,0.0,0.0,0.0,3297,42874.0,5114.0,23195.0,3487.0,21.0,28.8,31.9,14.9,13.8,18.3,21.1,84.1,15.3,0.0,0.5,0.0,0.0,28.6,1817,69.9,18.8,10.8,0.5,6.2
1019956000,Alabama,Cherokee,4422,2125,2297,0.5,85.7,10.0,0.3,0.0,0.0,3571,37832.0,4963.0,22559.0,2880.0,17.4,35.1,32.7,21.6,19.4,9.6,16.7,89.2,6.3,0.0,0.7,0.0,3.7,22.2,1555,69.6,18.5,10.5,1.4,4.2
1019956100,Alabama,Cherokee,4164,2044,2120,1.0,92.5,3.0,2.3,1.2,0.0,3488,36277.0,6553.0,23508.0,2824.0,10.9,6.8,31.3,19.4,18.7,8.6,22.0,81.5,13.2,0.0,1.7,0.8,2.8,28.8,1898,77.5,19.1,2.9,0.5,6.3
1021060101,Alabama,Chilton,4632,2225,2407,1.1,69.8,27.4,0.0,1.1,0.0,3817,43017.0,8253.0,19942.0,2347.0,13.8,29.0,31.8,13.3,29.2,9.8,16.0,68.5,17.9,0.0,4.0,0.7,8.9,24.0,1961,68.1,24.1,7.8,0.0,12.1
1021060102,Alabama,Chilton,6445,2967,3478,8.4,79.3,10.9,0.0,0.4,0.0,4448,41717.0,3730.0,25079.0,6144.0,23.8,41.5,37.2,12.2,16.3,12.0,22.3,82.5,14.2,0.0,0.6,2.7,0.1,32.1,2534,77.5,17.8,3.4,1.4,10.6
1021060200,Alabama,Chilton,2868,1375,1493,0.0,97.9,2.1,0.0,0.0,0.0,2296,45398.0,10222.0,24862.0,4671.0,17.5,21.8,30.4,12.3,27.3,12.6,17.4,79.1,15.1,0.0,0.0,2.3,3.5,31.3,1338,78.9,17.0,3.3,0.8,5.8
1021060300,Alabama,Chilton,3800,1902,1898,8.4,90.1,0.6,0.0,0.0,0.0,2821,42875.0,14429.0,21792.0,2711.0,19.2,26.1,23.3,20.9,19.8,19.6,16.4,80.2,13.7,0.0,2.1,2.7,1.3,31.9,1539,76.3,15.5,6.5,1.8,11.3
1021060401,Alabama,Chilton,5993,3191,2802,8.1,80.6,9.8,0.3,0.6,0.0,4120,46131.0,11864.0,20749.0,1816.0,14.6,17.6,25.1,11.0,28.4,12.2,23.3,85.3,11.3,0.9,0.8,0.6,1.1,33.2,2550,85.6,11.0,2.9,0.4,9.3
1021060402,Alabama,Chilton,8784,4286,4498,17.3,74.7,6.5,0.0,0.0,0.0,5762,40612.0,5651.0,16906.0,1683.0,25.7,39.5,18.9,18.6,22.0,22.6,18.0,80.8,17.9,0.0,0.5,0.5,0.3,36.1,3239,86.0,10.5,3.5,0.0,6.6
1021060500,Alabama,Chilton,2898,1403,1495,0.9,75.8,22.5,0.3,0.0,0.0,2191,41536.0,14926.0,22888.0,2686.0,16.9,19.4,27.0,14.7,20.3,16.5,21.5,87.7,7.5,0.0,0.8,3.9,0.2,30.8,1233,77.0,16.1,6.9,0.0,10.7
1021060600,Alabama,Chilton,3357,1748,1609,6.9,82.7,6.1,1.2,0.0,0.0,2488,35370.0,7392.0,20208.0,4751.0,18.9,35.1,25.8,14.7,30.1,13.3,16.1,77.5,15.8,0.7,2.6,0.0,3.4,29.2,1375,88.2,9.7,2.0,0.0,9.5
1021060700,Alabama,Chilton,5042,2522,2520,3.5,86.3,8.0,1.9,0.4,0.0,3785,40247.0,6569.0,24305.0,4943.0,14.3,24.1,27.8,11.0,22.9,16.3,22.0,86.8,11.6,0.0,0.0,0.5,1.0,33.5,2126,80.0,17.8,2.2,0.0,7.6
1023956700,Alabama,Choctaw,3024,1487,1537,0.0,23.9,75.5,0.1,0.0,0.0,2470,35799.0,11780.0,20641.0,2730.0,25.5,45.5,23.7,15.6,23.0,14.1,23.5,90.2,9.5,0.0,0.1,0.2,0.0,30.1,986,79.5,17.7,2.2,0.5,18.6
1023956800,Alabama,Choctaw,4313,1974,2339,1.1,61.4,36.5,0.0,0.0,0.0,3444,30994.0,3489.0,19926.0,1982.0,24.7,31.1,23.2,19.6,23.0,12.6,21.5,86.0,10.3,0.0,1.8,0.0,1.9,22.4,1480,80.1,11.6,7.9,0.4,12.7
1023956900,Alabama,Choctaw,3750,1840,1910,0.0,79.6,19.2,0.0,0.0,0.0,2861,41573.0,8431.0,24800.0,3368.0,12.0,17.2,29.4,11.5,13.6,28.0,17.4,82.8,9.9,0.2,3.2,3.5,0.4,37.2,1321,78.7,16.0,5.1,0.2,6.8
1023957000,Alabama,Choctaw,2308,1081,1227,0.0,49.0,50.9,0.0,0.0,0.0,1793,27750.0,7315.0,15882.0,2057.0,37.0,58.3,21.0,13.1,18.4,18.1,29.3,82.6,12.7,0.0,2.0,2.0,0.7,37.0,618,65.4,29.1,5.5,0.0,19.8
1025957500,Alabama,Clarke,1319,662,657,0.8,78.7,20.2,0.4,0.0,0.0,1058,27267.0,7869.0,19531.0,5434.0,20.5,19.1,14.2,12.6,29.7,13.7,29.9,86.8,9.1,0.0,0.0,2.3,1.8,23.7,445,84.3,14.6,1.1,0.0,21.8
1025957601,Alabama,Clarke,1076,468,608,2.7,63.2,34.1,0.0,0.0,0.0,753,40536.0,16534.0,16684.0,4150.0,21.8,19.9,22.7,18.3,29.6,8.2,21.1,88.3,10.4,0.0,0.0,0.0,1.3,26.2,388,88.1,9.3,2.6,0.0,6.3
1025957602,Alabama,Clarke,5169,2364,2805,0.0,53.4,44.4,0.0,0.4,1.9,4293,35941.0,4230.0,26751.0,6285.0,14.4,10.1,20.6,12.5,31.1,9.4,26.4,77.2,16.2,0.0,0.8,5.2,0.6,18.0,1893,84.0,8.9,7.1,0.0,14.8
1025957700,Alabama,Clarke,1607,701,906,0.0,50.8,49.2,0.0,0.0,0.0,1145,32708.0,4806.0,15567.0,2769.0,34.5,41.8,17.4,8.2,19.6,13.0,41.8,89.8,9.4,0.0,0.0,0.0,0.8,30.8,414,83.1,13.3,3.6,0.0,35.4
1025957800,Alabama,Clarke,4894,2307,2587,0.4,49.0,49.2,0.0,0.0,0.0,3909,27431.0,9360.0,19427.0,2559.0,28.1,35.7,20.1,13.8,23.1,14.7,28.3,76.3,18.6,0.9,1.5,0.6,2.0,27.3,1583,80.4,18.6,0.9,0.1,16.4
1025957901,Alabama,Clarke,4047,2008,2039,0.0,62.3,36.0,0.0,1.7,0.0,2810,29684.0,7186.0,19051.0,3371.0,23.2,24.5,30.3,11.8,23.5,9.9,24.5,83.7,12.1,0.0,0.0,1.8,2.4,21.3,1240,87.2,10.4,2.4,0.0,15.6
1025957902,Alabama,Clarke,4172,1988,2184,0.6,50.2,49.2,0.0,0.0,0.0,3120,35259.0,9378.0,17690.0,2548.0,25.7,36.8,20.4,22.5,23.5,9.9,23.5,90.0,5.1,0.2,4.2,0.6,0.0,21.0,1448,83.5,15.1,1.5,0.0,19.0
1025958001,Alabama,Clarke,1022,530,492,0.0,67.3,32.5,0.2,0.0,0.0,845,26420.0,9824.0,21002.0,10629.0,35.7,41.2,14.4,25.0,11.0,20.8,28.8,74.1,21.2,0.0,2.3,2.3,0.0,26.4,264,64.8,28.4,6.8,0.0,41.5
1025958002,Alabama,Clarke,1764,806,958,0.0,21.7,78.3,0.0,0.0,0.0,1325,29048.0,14759.0,16189.0,5904.0,35.9,45.6,16.3,14.4,27.8,13.2,28.4,80.5,8.4,0.0,0.0,11.1,0.0,27.7,486,81.5,14.0,4.5,0.0,27.8
1027958900,Alabama,Clay,5151,2501,2650,4.1,75.2,17.8,1.3,0.0,0.0,3996,42801.0,6141.0,22557.0,2107.0,10.2,12.9,26.5,15.5,25.4,14.5,18.1,77.7,14.1,1.2,3.6,0.0,3.4,30.7,2037,69.1,20.4,10.5,0.0,10.0
1027959000,Alabama,Clay,3426,1699,1727,6.3,73.6,17.9,1.0,0.0,0.0,2514,28426.0,7382.0,17902.0,1915.0,22.3,26.8,22.7,10.6,18.3,14.2,34.3,88.1,5.4,0.0,1.5,3.8,1.3,27.4,1260,77.3,14.8,7.9,0.0,8.4
1027959100,Alabama,Clay,2699,1364,1335,0.0,91.4,4.4,0.0,0.0,0.0,2128,33563.0,7198.0,15936.0,2175.0,21.7,32.2,13.7,13.4,22.6,18.4,31.9,88.0,9.4,0.4,0.0,0.0,2.1,27.4,1132,86.8,8.1,5.0,0.0,7.4
1027959200,Alabama,Clay,2261,1107,1154,0.0,86.7,13.3,0.0,0.0,0.0,1674,28854.0,5530.0,15648.0,2882.0,16.8,25.0,17.7,11.7,9.9,14.4,46.3,90.3,9.7,0.0,0.0,0.0,0.0,38.4,751,86.8,9.1,4.1,0.0,12.1
1029959500,Alabama,Cleburne,2597,1363,1234,1.0,98.2,0.2,0.0,0.1,0.0,2041,34779.0,7269.0,17744.0,1928.0,16.4,26.6,18.4,14.7,13.7,28.7,24.6,80.8,15.0,0.6,0.5,0.0,3.2,43.2,1050,82.6,5.7,11.7,0.0,5.5
1029959600,Alabama,Cleburne,3805,1828,1977,2.8,84.9,8.3,0.0,0.3,0.0,2832,27104.0,5044.0,18660.0,2119.0,20.7,33.8,31.9,18.1,21.7,13.0,15.3,77.7,17.4,0.0,0.0,3.9,1.0,27.3,1323,78.7,14.3,7.0,0.0,10.2
1029959700,Alabama,Cleburne,3552,1714,1838,5.1,89.8,2.4,0.9,0.0,0.0,2659,40579.0,6411.0,21521.0,3606.0,21.2,31.9,28.5,11.8,31.4,9.4,19.0,83.9,16.1,0.0,0.0,0.0,0.0,25.7,1453,72.0,23.6,4.4,0.0,10.1
1029959800,Alabama,Cleburne,5048,2429,2619,0.6,97.3,0.7,0.0,0.8,0.0,3835,45857.0,6565.0,21550.0,2441.0,11.6,17.0,32.2,6.3,23.1,15.1,23.2,72.1,20.1,0.0,0.4,0.5,6.9,37.4,2239,74.7,15.0,10.3,0.0,7.2
1031010100,Alabama,Coffee,2196,1056,1140,1.3,85.8,3.6,5.3,0.7,0.0,1632,37222.0,5731.0,19679.0,1771.0,22.6,37.9,25.8,16.8,23.6,11.8,22.1,82.7,10.6,0.2,0.7,3.3,2.5,32.2,916,66.8,25.0,8.0,0.2,8.4
1031010200,Alabama,Coffee,1909,942,967,0.4,87.1,7.3,3.7,0.9,0.0,1483,36250.0,6126.0,19552.0,1721.0,18.7,26.0,23.7,24.2,24.1,14.7,13.2,88.0,7.2,0.0,0.0,1.2,3.7,26.5,780,73.2,16.8,9.4,0.6,9.9
1031010300,Alabama,Coffee,4918,2426,2492,2.8,85.9,6.1,1.0,0.7,0.0,3699,49583.0,6356.0,24669.0,1638.0,12.0,17.6,34.0,17.9,18.0,12.2,18.0,87.6,7.3,0.0,0.8,2.2,2.1,22.2,1913,77.6,17.7,4.7,0.0,7.5
1031010400,Alabama,Coffee,1958,1015,943,2.7,76.1,14.2,0.8,0.0,0.0,1607,35129.0,5016.0,21255.0,2370.0,15.2,20.9,19.0,19.3,22.4,19.2,20.1,84.9,12.0,0.0,0.8,0.6,1.7,28.4,891,73.2,19.6,6.1,1.1,7.5
1031010500,Alabama,Coffee,4449,2082,2367,2.6,61.9,33.1,0.0,1.9,0.0,3462,31371.0,5768.0,18817.0,1890.0,27.0,45.0,18.3,23.6,19.7,17.4,21.0,72.8,19.9,0.5,3.5,2.6,0.7,21.1,1577,78.2,15.6,4.9,1.3,8.8
1031010600,Alabama,Coffee,1567,759,808,0.1,92.9,0.7,4.5,0.3,0.0,1221,36974.0,9928.0,22807.0,3945.0,20.4,36.8,27.3,16.0,22.7,12.8,21.2,83.1,12.5,0.5,0.5,1.2,2.2,28.1,594,80.3,13.3,6.4,0.0,7.0
1031010700,Alabama,Coffee,2236,1148,1088,6.4,83.0,2.9,2.2,0.3,0.0,1760,41429.0,6378.0,22829.0,3094.0,10.6,4.5,26.1,12.0,22.3,22.7,16.9,84.9,6.3,0.0,0.3,1.6,6.9,25.9,987,73.7,18.5,7.4,0.4,4.7
1031010800,Alabama,Coffee,2730,1347,1383,2.8,89.0,3.3,0.7,0.2,0.0,2147,57167.0,10620.0,31064.0,3609.0,10.3,12.8,32.9,18.7,19.0,16.3,13.1,85.4,6.2,0.0,0.8,1.5,6.1,23.5,1224,74.3,21.5,4.0,0.2,7.1
1031010900,Alabama,Coffee,2377,1277,1100,3.1,64.2,31.4,0.0,0.0,0.0,1776,37473.0,4418.0,18226.0,2232.0,30.6,48.2,25.7,16.5,30.7,14.5,12.6,83.8,7.9,0.0,0.0,2.9,5.4,22.4,883,78.1,14.3,7.6,0.0,12.5
1031011000,Alabama,Coffee,3599,1722,1877,7.7,73.0,17.0,0.6,0.6,0.0,2510,44732.0,7640.0,20865.0,1872.0,12.2,14.3,27.5,28.2,20.8,12.2,11.3,83.2,8.9,0.0,0.2,1.1,6.7,20.7,1521,76.0,17.9,6.0,0.0,10.2
1031011100,Alabama,Coffee,2020,832,1188,6.7,72.3,17.3,0.0,1.1,0.0,1539,44861.0,7405.0,24692.0,3683.0,17.7,40.0,32.1,14.0,28.7,11.0,14.2,84.0,12.7,0.0,2.0,0.0,1.3,15.8,791,78.1,18.8,2.5,0.5,13.1
1031011201,Alabama,Coffee,8164,3988,4176,7.2,75.4,8.6,0.0,3.6,0.0,5994,88560.0,12895.0,36972.0,3114.0,8.1,15.7,56.4,7.5,21.2,6.6,8.3,90.3,6.5,0.0,0.0,1.2,2.0,17.5,3426,57.7,37.2,5.1,0.0,5.7
1031011202,Alabama,Coffee,8492,4435,4057,13.7,55.4,27.4,0.0,1.4,0.0,5914,54918.0,6720.0,27769.0,3398.0,12.7,15.8,28.6,23.9,29.4,6.4,11.8,84.7,11.8,0.0,1.9,0.0,1.6,17.6,4088,67.8,26.1,5.0,1.1,2.1
1031011300,Alabama,Coffee,4269,2145,2124,11.0,50.6,37.0,0.0,0.1,0.0,2831,21813.0,4815.0,15013.0,2494.0,40.8,57.0,28.5,22.6,12.0,17.5,19.4,90.3,5.6,0.0,0.0,1.8,2.3,17.1,1321,62.2,29.1,8.3,0.4,10.0
1033020100,Alabama,Colbert,3493,1620,1873,3.5,70.7,19.4,0.4,1.0,0.0,2857,36555.0,6323.0,19111.0,2818.0,28.4,46.1,24.4,21.5,24.7,10.0,19.4,92.4,6.0,0.0,1.6,0.0,0.0,16.0,1328,71.6,25.2,3.2,0.0,9.5
1033020200,Alabama,Colbert,2276,1017,1259,2.9,76.0,19.6,0.0,0.4,0.0,1894,37188.0,10700.0,20130.0,2411.0,21.9,43.2,23.0,28.8,27.3,7.4,13.4,81.4,12.8,1.3,0.8,0.7,3.1,23.4,995,83.1,14.4,2.5,0.0,9.0
1033020300,Alabama,Colbert,1842,848,994,0.2,48.2,46.1,0.5,0.0,0.0,1416,19731.0,5892.0,20021.0,9837.0,38.7,56.6,12.1,14.8,25.9,19.4,27.8,70.0,17.2,0.0,7.5,5.2,0.0,20.0,687,82.5,8.9,8.6,0.0,7.9
1033020400,Alabama,Colbert,1400,695,705,0.3,93.1,0.0,0.4,0.1,1.9,1141,50500.0,4203.0,29508.0,4873.0,4.7,1.2,45.8,15.2,13.4,13.2,12.4,90.5,2.6,0.0,0.0,3.1,3.8,19.8,627,67.1,27.9,4.9,0.0,1.7
1033020500,Alabama,Colbert,5131,2532,2599,0.1,87.7,8.8,0.6,0.0,0.0,3884,49052.0,6543.0,24342.0,2692.0,13.4,20.8,35.4,12.9,24.6,8.8,18.4,94.9,2.3,0.0,0.0,1.5,1.3,23.9,1998,82.8,15.4,1.8,0.0,12.3
1033020600,Alabama,Colbert,4125,1957,2168,2.2,63.0,26.0,0.3,0.2,0.0,3159,36442.0,5384.0,21739.0,2747.0,18.7,26.9,28.0,21.8,24.8,4.3,21.0,95.2,3.5,0.0,0.0,0.6,0.6,17.3,1542,71.9,22.8,4.8,0.6,5.6
1033020701,Alabama,Colbert,5909,2712,3197,0.0,78.6,18.6,0.6,0.7,0.0,4644,44474.0,10175.0,26269.0,3251.0,15.3,22.4,34.1,13.5,30.9,6.6,14.9,91.7,6.5,0.5,1.3,0.0,0.0,19.3,2698,75.6,17.8,6.6,0.0,8.5
1033020703,Alabama,Colbert,5415,2657,2758,0.6,71.1,26.9,0.4,0.0,0.0,4176,56458.0,10576.0,25603.0,2714.0,7.7,5.6,32.5,9.5,22.9,5.3,29.8,92.5,2.8,0.0,0.9,0.0,3.8,18.9,2256,84.0,10.4,5.7,0.0,8.0
1033020704,Alabama,Colbert,4615,2357,2258,1.7,87.2,9.9,0.0,0.2,0.0,3493,43423.0,10550.0,23983.0,3274.0,12.0,5.6,28.0,19.8,33.9,7.4,10.9,90.9,5.3,0.0,0.0,1.0,2.8,22.3,1777,70.8,20.1,9.1,0.0,10.5
1033020801,Alabama,Colbert,4811,2375,2436,10.1,72.6,16.6,0.6,0.0,0.0,3700,45183.0,7481.0,21919.0,2748.0,21.6,35.6,24.2,13.2,22.8,19.6,20.2,89.6,6.6,0.0,1.3,0.0,2.5,28.2,2065,78.9,15.8,5.3,0.0,8.3
1033020802,Alabama,Colbert,3539,1717,1822,3.3,80.9,13.8,0.7,0.3,0.2,2723,35850.0,4206.0,18291.0,1584.0,21.3,40.6,22.0,18.8,19.6,15.3,24.1,89.6,9.6,0.0,0.2,0.0,0.7,26.8,1252,85.4,10.5,4.1,0.0,12.4
1033020901,Alabama,Colbert,4000,1911,2089,0.5,94.0,2.2,2.4,0.4,0.0,3018,42225.0,5278.0,21413.0,3149.0,17.6,32.6,22.0,10.6,27.7,18.2,21.4,94.1,3.4,0.7,0.1,1.1,0.5,25.0,1497,80.5,12.4,7.1,0.0,9.7
1033020902,Alabama,Colbert,3915,1919,1996,3.9,87.3,5.7,0.7,0.3,0.0,2987,39152.0,4827.0,21492.0,2962.0,14.7,28.0,14.3,19.0,25.1,15.3,26.3,88.0,10.9,0.0,0.0,0.0,1.1,26.3,1395,83.2,10.6,6.2,0.0,6.8
1033021000,Alabama,Colbert,3973,1986,1987,3.7,85.9,9.3,0.2,0.6,0.0,2983,33594.0,5420.0,19546.0,3034.0,20.2,33.7,25.1,7.0,26.0,9.2,32.7,91.6,4.0,1.2,1.4,0.4,1.3,34.4,1173,80.2,17.1,2.6,0.0,11.6
1035960200,Alabama,Conecuh,1731,844,887,2.3,44.9,45.5,0.0,0.3,0.0,1358,35919.0,7957.0,19466.0,4096.0,18.4,25.0,34.3,8.1,18.3,6.6,32.8,93.7,4.9,0.0,1.4,0.0,0.0,25.2,580,69.7,24.1,6.2,0.0,16.9
